# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1535224865.81326 0.001723 0.001147 -0.000424 0.706556 -0.706423 0.031137 0.027858 0.0000069377 -0.0000001512 -0.0000328433 0.0000042050 0.0000018113 0.0003977374 0.0026215342 0.0000000000 -0.0000000025 0.0026215350 0.0000000003 0.0026147846
1535224865.91238 0.001561 0.001449 -0.000646 0.706551 -0.706427 0.031154 0.027871 0.0000069260 -0.0000001511 -0.0000328390 0.0000041937 0.0000018111 0.0003976749 0.0026203296 0.0000000000 -0.0000000022 0.0026203303 0.0000000002 0.0026144472
1535224865.97768 0.001508 0.001478 -0.000618 0.706542 -0.706434 0.031169 0.027886 0.0000069198 -0.0000001511 -0.0000328368 0.0000041878 0.0000018110 0.0003976423 0.0026197010 0.0000000000 -0.0000000020 0.0026197018 0.0000000002 0.0026142705
1535224866.04428 0.001733 0.001617 -0.000776 0.706556 -0.706420 0.031168 0.027906 0.0000069146 -0.0000001511 -0.0000328349 0.0000041826 0.0000018109 0.0003976142 0.0026191585 0.0000000000 -0.0000000019 0.0026191593 0.0000000002 0.0026141176
1535224866.10959 0.001670 0.001678 -0.000879 0.706562 -0.706414 0.031171 0.027909 0.0000069101 -0.0000001511 -0.0000328332 0.0000041784 0.0000018108 0.0003975905 0.0026187027 0.0000000000 -0.0000000017 0.0026187035 0.0000000002 0.0026139889
1535224866.17593 0.001743 0.001696 -0.001093 0.706561 -0.706413 0.031188 0.027911 0.0000069062 -0.0000001511 -0.0000328318 0.0000041746 0.0000018107 0.0003975697 0.0026183013 0.0000000000 -0.0000000016 0.0026183020 0.0000000002 0.0026138753
1535224866.24149 0.001661 0.001483 -0.001092 0.706567 -0.706408 0.031182 0.027900 0.0000069029 -0.0000001511 -0.0000328306 0.0000041713 0.0000018106 0.0003975517 0.0026179542 0.0000000000 -0.0000000015 0.0026179549 0.0000000002 0.0026137770
1535224866.30680 0.001603 0.001565 -0.000863 0.706568 -0.706406 0.031193 0.027907 0.0000068999 -0.0000001511 -0.0000328295 0.0000041684 0.0000018106 0.0003975359 0.0026176488 0.0000000000 -0.0000000014 0.0026176496 0.0000000002 0.0026136903
1535224866.37340 0.001656 0.001551 -0.000915 0.706574 -0.706400 0.031190 0.027908 0.0000068972 -0.0000001511 -0.0000328285 0.0000041658 0.0000018105 0.0003975216 0.0026173721 0.0000000000 -0.0000000014 0.0026173728 0.0000000001 0.0026136117
1535224866.43870 0.001490 0.001603 -0.001029 0.706576 -0.706398 0.031199 0.027904 0.0000068949 -0.0000001511 -0.0000328277 0.0000041635 0.0000018105 0.0003975090 0.0026171293 0.0000000000 -0.0000000013 0.0026171300 0.0000000001 0.0026135427
1535224866.50530 0.001326 0.001526 -0.001281 0.706585 -0.706389 0.031210 0.027895 0.0000068927 -0.0000001511 -0.0000328269 0.0000041614 0.0000018104 0.0003974974 0.0026169064 0.0000000000 -0.0000000012 0.0026169072 0.0000000001 0.0026134793
1535224866.57060 0.001259 0.001530 -0.001214 0.706586 -0.706388 0.031208 0.027889 0.0000068908 -0.0000001511 -0.0000328262 0.0000041596 0.0000018104 0.0003974872 0.0026167088 0.0000000000 -0.0000000012 0.0026167095 0.0000000001 0.0026134230
1535224866.63695 0.001165 0.001523 -0.001372 0.706587 -0.706388 0.031216 0.027883 0.0000068890 -0.0000001511 -0.0000328255 0.0000041579 0.0000018103 0.0003974777 0.0026165262 0.0000000000 -0.0000000011 0.0026165270 0.0000000001 0.0026133709
1535224866.70251 0.001043 0.001452 -0.001409 0.706593 -0.706382 0.031220 0.027868 0.0000068874 -0.0000001511 -0.0000328250 0.0000041563 0.0000018103 0.0003974692 0.0026163615 0.0000000000 -0.0000000011 0.0026163623 0.0000000001 0.0026133239
1535224866.76885 0.001144 0.001578 -0.001458 0.706593 -0.706381 0.031225 0.027881 0.0000068859 -0.0000001511 -0.0000328244 0.0000041549 0.0000018103 0.0003974613 0.0026162087 0.0000000000 -0.0000000011 0.0026162095 0.0000000001 0.0026132803
1535224866.83441 0.001051 0.001507 -0.001528 0.706595 -0.706379 0.031225 0.027866 0.0000068846 -0.0000001511 -0.0000328239 0.0000041536 0.0000018103 0.0003974541 0.0026160698 0.0000000000 -0.0000000010 0.0026160706 0.0000000001 0.0026132406
1535224866.90076 0.000965 0.001466 -0.001603 0.706592 -0.706383 0.031227 0.027858 0.0000068833 -0.0000001511 -0.0000328235 0.0000041523 0.0000018102 0.0003974474 0.0026159401 0.0000000000 -0.0000000010 0.0026159408 0.0000000001 0.0026132036
1535224866.96606 0.000809 0.001389 -0.001579 0.706592 -0.706382 0.031232 0.027849 0.0000068822 -0.0000001511 -0.0000328230 0.0000041512 0.0000018102 0.0003974412 0.0026158218 0.0000000000 -0.0000000010 0.0026158226 0.0000000001 0.0026131697
1535224867.03162 0.000783 0.001336 -0.001629 0.706594 -0.706381 0.031231 0.027851 0.0000068811 -0.0000001511 -0.0000328227 0.0000041502 0.0000018102 0.0003974355 0.0026157115 0.0000000000 -0.0000000009 0.0026157123 0.0000000001 0.0026131382
1535224867.09796 0.000828 0.001314 -0.001524 0.706595 -0.706380 0.031225 0.027848 0.0000068801 -0.0000001511 -0.0000328223 0.0000041492 0.0000018102 0.0003974301 0.0026156076 0.0000000000 -0.0000000009 0.0026156084 0.0000000001 0.0026131085
1535224867.16353 0.000852 0.001202 -0.001564 0.706590 -0.706385 0.031223 0.027843 0.0000068792 -0.0000001511 -0.0000328219 0.0000041483 0.0000018101 0.0003974252 0.0026155118 0.0000000000 -0.0000000009 0.0026155126 0.0000000001 0.0026130810
1535224867.22987 0.000854 0.001221 -0.001573 0.706590 -0.706386 0.031227 0.027845 0.0000068783 -0.0000001511 -0.0000328216 0.0000041475 0.0000018101 0.0003974205 0.0026154211 0.0000000000 -0.0000000008 0.0026154218 0.0000000001 0.0026130550
1535224867.29543 0.000874 0.001197 -0.001594 0.706586 -0.706389 0.031227 0.027848 0.0000068775 -0.0000001511 -0.0000328213 0.0000041467 0.0000018101 0.0003974161 0.0026153370 0.0000000000 -0.0000000008 0.0026153378 0.0000000001 0.0026130310
1535224867.36177 0.000886 0.001253 -0.001642 0.706584 -0.706391 0.031226 0.027852 0.0000068767 -0.0000001511 -0.0000328210 0.0000041459 0.0000018101 0.0003974120 0.0026152572 0.0000000000 -0.0000000008 0.0026152579 0.0000000001 0.0026130081
1535224867.42708 0.000836 0.001314 -0.001696 0.706586 -0.706389 0.031229 0.027848 0.0000068760 -0.0000001511 -0.0000328208 0.0000041452 0.0000018101 0.0003974081 0.0026151832 0.0000000000 -0.0000000008 0.0026151839 0.0000000001 0.0026129868
1535224867.49368 0.000726 0.001417 -0.001770 0.706592 -0.706382 0.031238 0.027848 0.0000068753 -0.0000001511 -0.0000328205 0.0000041446 0.0000018101 0.0003974044 0.0026151120 0.0000000000 -0.0000000008 0.0026151128 0.0000000001 0.0026129664
1535224867.55898 0.000735 0.001405 -0.001749 0.706595 -0.706380 0.031237 0.027849 0.0000068746 -0.0000001511 -0.0000328203 0.0000041439 0.0000018101 0.0003974010 0.0026150461 0.0000000000 -0.0000000007 0.0026150469 0.0000000001 0.0026129475
1535224867.65811 0.000781 0.001357 -0.001694 0.706594 -0.706381 0.031231 0.027846 0.0000068737 -0.0000001511 -0.0000328200 0.0000041431 0.0000018100 0.0003973962 0.0026149528 0.0000000000 -0.0000000007 0.0026149535 0.0000000001 0.0026129207
1535224867.72367 0.000824 0.001319 -0.001606 0.706593 -0.706382 0.031225 0.027846 0.0000068732 -0.0000001511 -0.0000328198 0.0000041425 0.0000018100 0.0003973932 0.0026148950 0.0000000000 -0.0000000007 0.0026148958 0.0000000001 0.0026129042
1535224867.79001 0.000872 0.001299 -0.001577 0.706593 -0.706383 0.031216 0.027850 0.0000068726 -0.0000001511 -0.0000328196 0.0000041420 0.0000018100 0.0003973903 0.0026148395 0.0000000000 -0.0000000007 0.0026148403 0.0000000001 0.0026128882
1535224867.85531 0.000852 0.001260 -0.001527 0.706595 -0.706381 0.031216 0.027848 0.0000068721 -0.0000001511 -0.0000328194 0.0000041415 0.0000018100 0.0003973876 0.0026147876 0.0000000000 -0.0000000007 0.0026147884 0.0000000001 0.0026128733
1535224867.92191 0.000772 0.001264 -0.001572 0.706595 -0.706380 0.031223 0.027845 0.0000068717 -0.0000001511 -0.0000328192 0.0000041410 0.0000018100 0.0003973850 0.0026147373 0.0000000000 -0.0000000007 0.0026147380 0.0000000001 0.0026128589
1535224867.98722 0.000852 0.001231 -0.001602 0.706597 -0.706379 0.031217 0.027844 0.0000068712 -0.0000001511 -0.0000328190 0.0000041406 0.0000018100 0.0003973826 0.0026146902 0.0000000000 -0.0000000006 0.0026146909 0.0000000001 0.0026128453
1535224868.05278 0.000847 0.001145 -0.001536 0.706598 -0.706378 0.031211 0.027840 0.0000068708 -0.0000001511 -0.0000328189 0.0000041402 0.0000018100 0.0003973803 0.0026146451 0.0000000000 -0.0000000006 0.0026146458 0.0000000001 0.0026128324
1535224868.11912 0.000831 0.001093 -0.001495 0.706597 -0.706379 0.031208 0.027835 0.0000068703 -0.0000001511 -0.0000328187 0.0000041398 0.0000018100 0.0003973780 0.0026146015 0.0000000000 -0.0000000006 0.0026146023 0.0000000001 0.0026128199
1535224868.18468 0.000784 0.001145 -0.001535 0.706595 -0.706381 0.031214 0.027835 0.0000068699 -0.0000001511 -0.0000328186 0.0000041394 0.0000018100 0.0003973759 0.0026145603 0.0000000000 -0.0000000006 0.0026145611 0.0000000001 0.0026128080
1535224868.25103 0.000814 0.001144 -0.001518 0.706595 -0.706381 0.031213 0.027837 0.0000068695 -0.0000001511 -0.0000328184 0.0000041390 0.0000018100 0.0003973738 0.0026145204 0.0000000000 -0.0000000006 0.0026145212 0.0000000001 0.0026127966
1535224868.31633 0.000738 0.001090 -0.001521 0.706597 -0.706380 0.031215 0.027827 0.0000068692 -0.0000001511 -0.0000328183 0.0000041386 0.0000018099 0.0003973718 0.0026144828 0.0000000000 -0.0000000006 0.0026144836 0.0000000001 0.0026127858
1535224868.38293 0.000765 0.001135 -0.001487 0.706595 -0.706381 0.031214 0.027829 0.0000068688 -0.0000001511 -0.0000328182 0.0000041383 0.0000018099 0.0003973699 0.0026144461 0.0000000000 -0.0000000006 0.0026144469 0.0000000000 0.0026127752
1535224868.44824 0.000782 0.001144 -0.001481 0.706594 -0.706382 0.031215 0.027831 0.0000068685 -0.0000001510 -0.0000328181 0.0000041380 0.0000018099 0.0003973682 0.0026144115 0.0000000000 -0.0000000006 0.0026144123 0.0000000000 0.0026127652
1535224868.51484 0.000785 0.001205 -0.001493 0.706596 -0.706380 0.031218 0.027834 0.0000068682 -0.0000001510 -0.0000328179 0.0000041376 0.0000018099 0.0003973664 0.0026143776 0.0000000000 -0.0000000006 0.0026143784 0.0000000000 0.0026127555
1535224868.58014 0.000794 0.001188 -0.001407 0.706594 -0.706382 0.031217 0.027833 0.0000068679 -0.0000001510 -0.0000328178 0.0000041373 0.0000018099 0.0003973647 0.0026143457 0.0000000000 -0.0000000006 0.0026143465 0.0000000000 0.0026127463
1535224868.64648 0.000895 0.001234 -0.001398 0.706594 -0.706382 0.031213 0.027840 0.0000068676 -0.0000001510 -0.0000328177 0.0000041371 0.0000018099 0.0003973631 0.0026143145 0.0000000000 -0.0000000005 0.0026143153 0.0000000000 0.0026127373
1535224868.71204 0.000907 0.001277 -0.001392 0.706595 -0.706381 0.031213 0.027843 0.0000068673 -0.0000001510 -0.0000328176 0.0000041368 0.0000018099 0.0003973616 0.0026142848 0.0000000000 -0.0000000005 0.0026142856 0.0000000000 0.0026127288
1535224868.77735 0.000945 0.001296 -0.001428 0.706594 -0.706382 0.031210 0.027844 0.0000068670 -0.0000001510 -0.0000328175 0.0000041365 0.0000018099 0.0003973601 0.0026142563 0.0000000000 -0.0000000005 0.0026142571 0.0000000000 0.0026127206
1535224868.84395 0.000921 0.001348 -0.001412 0.706595 -0.706381 0.031212 0.027846 0.0000068667 -0.0000001510 -0.0000328174 0.0000041362 0.0000018099 0.0003973587 0.0026142283 0.0000000000 -0.0000000005 0.0026142291 0.0000000000 0.0026127125
1535224868.90925 0.000940 0.001333 -0.001380 0.706594 -0.706382 0.031210 0.027847 0.0000068665 -0.0000001510 -0.0000328173 0.0000041360 0.0000018099 0.0003973573 0.0026142019 0.0000000000 -0.0000000005 0.0026142026 0.0000000000 0.0026127049
1535224868.97560 0.000952 0.001342 -0.001417 0.706595 -0.706381 0.031210 0.027846 0.0000068662 -0.0000001510 -0.0000328172 0.0000041358 0.0000018099 0.0003973559 0.0026141759 0.0000000000 -0.0000000005 0.0026141767 0.0000000000 0.0026126974
1535224869.04116 0.001004 0.001348 -0.001383 0.706592 -0.706384 0.031206 0.027848 0.0000068660 -0.0000001510 -0.0000328171 0.0000041355 0.0000018099 0.0003973547 0.0026141511 0.0000000000 -0.0000000005 0.0026141519 0.0000000000 0.0026126903
1535224869.10750 0.001005 0.001340 -0.001331 0.706594 -0.706382 0.031203 0.027847 0.0000068657 -0.0000001510 -0.0000328170 0.0000041353 0.0000018099 0.0003973534 0.0026141269 0.0000000000 -0.0000000005 0.0026141276 0.0000000000 0.0026126833
1535224869.17306 0.001019 0.001352 -0.001309 0.706598 -0.706378 0.031202 0.027848 0.0000068655 -0.0000001510 -0.0000328170 0.0000041351 0.0000018099 0.0003973522 0.0026141037 0.0000000000 -0.0000000005 0.0026141045 0.0000000000 0.0026126767
1535224869.23940 0.000977 0.001316 -0.001376 0.706598 -0.706379 0.031202 0.027842 0.0000068653 -0.0000001510 -0.0000328169 0.0000041349 0.0000018099 0.0003973510 0.0026140810 0.0000000000 -0.0000000005 0.0026140818 0.0000000000 0.0026126701
1535224869.30497 0.001018 0.001261 -0.001343 0.706599 -0.706378 0.031197 0.027842 0.0000068651 -0.0000001510 -0.0000328168 0.0000041347 0.0000018099 0.0003973499 0.0026140594 0.0000000000 -0.0000000005 0.0026140601 0.0000000000 0.0026126639
1535224869.37131 0.001029 0.001288 -0.001367 0.706595 -0.706382 0.031195 0.027845 0.0000068649 -0.0000001510 -0.0000328167 0.0000041345 0.0000018099 0.0003973488 0.0026140381 0.0000000000 -0.0000000005 0.0026140389 0.0000000000 0.0026126578
1535224869.43661 0.001027 0.001310 -0.001367 0.706595 -0.706382 0.031196 0.027845 0.0000068647 -0.0000001510 -0.0000328167 0.0000041343 0.0000018099 0.0003973478 0.0026140178 0.0000000000 -0.0000000005 0.0026140186 0.0000000000 0.0026126519
1535224869.50217 0.000969 0.001253 -0.001373 0.706593 -0.706384 0.031197 0.027840 0.0000068645 -0.0000001510 -0.0000328166 0.0000041341 0.0000018099 0.0003973467 0.0026139981 0.0000000000 -0.0000000005 0.0026139989 0.0000000000 0.0026126463
1535224869.56852 0.000936 0.001220 -0.001407 0.706593 -0.706384 0.031197 0.027839 0.0000068643 -0.0000001510 -0.0000328165 0.0000041339 0.0000018098 0.0003973457 0.0026139787 0.0000000000 -0.0000000005 0.0026139795 0.0000000000 0.0026126407
1535224869.63408 0.000911 0.001228 -0.001375 0.706592 -0.706385 0.031195 0.027838 0.0000068641 -0.0000001510 -0.0000328165 0.0000041337 0.0000018098 0.0003973448 0.0026139602 0.0000000000 -0.0000000004 0.0026139609 0.0000000000 0.0026126353
1535224869.70042 0.000936 0.001194 -0.001325 0.706593 -0.706384 0.031191 0.027838 0.0000068639 -0.0000001510 -0.0000328164 0.0000041336 0.0000018098 0.0003973438 0.0026139419 0.0000000000 -0.0000000004 0.0026139427 0.0000000000 0.0026126301
1535224869.76572 0.000951 0.001197 -0.001255 0.706593 -0.706385 0.031189 0.027837 0.0000068638 -0.0000001510 -0.0000328163 0.0000041334 0.0000018098 0.0003973429 0.0026139245 0.0000000000 -0.0000000004 0.0026139252 0.0000000000 0.0026126251
1535224869.83232 0.000984 0.001189 -0.001210 0.706593 -0.706385 0.031186 0.027841 0.0000068636 -0.0000001510 -0.0000328163 0.0000041332 0.0000018098 0.0003973420 0.0026139072 0.0000000000 -0.0000000004 0.0026139080 0.0000000000 0.0026126201
1535224869.89763 0.000932 0.001146 -0.001214 0.706593 -0.706384 0.031186 0.027837 0.0000068634 -0.0000001510 -0.0000328162 0.0000041331 0.0000018098 0.0003973412 0.0026138907 0.0000000000 -0.0000000004 0.0026138915 0.0000000000 0.0026126153
1535224869.96423 0.000920 0.001165 -0.001209 0.706593 -0.706384 0.031187 0.027841 0.0000068633 -0.0000001510 -0.0000328162 0.0000041329 0.0000018098 0.0003973403 0.0026138744 0.0000000000 -0.0000000004 0.0026138752 0.0000000000 0.0026126106
1535224870.02953 0.000949 0.001169 -0.001203 0.706595 -0.706382 0.031185 0.027843 0.0000068631 -0.0000001510 -0.0000328161 0.0000041328 0.0000018098 0.0003973395 0.0026138588 0.0000000000 -0.0000000004 0.0026138596 0.0000000000 0.0026126061
1535224870.12866 0.000961 0.001205 -0.001258 0.706597 -0.706380 0.031187 0.027847 0.0000068629 -0.0000001510 -0.0000328160 0.0000041326 0.0000018098 0.0003973383 0.0026138360 0.0000000000 -0.0000000004 0.0026138367 0.0000000000 0.0026125995
1535224870.19422 0.000990 0.001244 -0.001239 0.706597 -0.706379 0.031188 0.027849 0.0000068628 -0.0000001510 -0.0000328160 0.0000041324 0.0000018098 0.0003973376 0.0026138213 0.0000000000 -0.0000000004 0.0026138221 0.0000000000 0.0026125953
1535224870.26056 0.000962 0.001257 -0.001263 0.706597 -0.706380 0.031194 0.027850 0.0000068626 -0.0000001510 -0.0000328159 0.0000041323 0.0000018098 0.0003973368 0.0026138069 0.0000000000 -0.0000000004 0.0026138077 0.0000000000 0.0026125912
1535224870.32587 0.000999 0.001265 -0.001252 0.706598 -0.706379 0.031194 0.027850 0.0000068625 -0.0000001510 -0.0000328159 0.0000041322 0.0000018098 0.0003973361 0.0026137931 0.0000000000 -0.0000000004 0.0026137939 0.0000000000 0.0026125872
1535224870.39247 0.001025 0.001273 -0.001256 0.706599 -0.706378 0.031194 0.027851 0.0000068624 -0.0000001510 -0.0000328158 0.0000041320 0.0000018098 0.0003973354 0.0026137794 0.0000000000 -0.0000000004 0.0026137801 0.0000000000 0.0026125832
1535224870.45777 0.001016 0.001322 -0.001258 0.706598 -0.706378 0.031196 0.027854 0.0000068622 -0.0000001510 -0.0000328158 0.0000041319 0.0000018098 0.0003973347 0.0026137662 0.0000000000 -0.0000000004 0.0026137670 0.0000000000 0.0026125795
1535224870.52333 0.001038 0.001316 -0.001243 0.706598 -0.706378 0.031195 0.027855 0.0000068621 -0.0000001510 -0.0000328157 0.0000041318 0.0000018098 0.0003973341 0.0026137534 0.0000000000 -0.0000000004 0.0026137541 0.0000000000 0.0026125757
1535224870.58967 0.001009 0.001333 -0.001233 0.706598 -0.706379 0.031196 0.027855 0.0000068620 -0.0000001510 -0.0000328157 0.0000041317 0.0000018098 0.0003973334 0.0026137407 0.0000000000 -0.0000000004 0.0026137414 0.0000000000 0.0026125721
1535224870.65498 0.000963 0.001307 -0.001219 0.706598 -0.706378 0.031196 0.027851 0.0000068619 -0.0000001510 -0.0000328156 0.0000041315 0.0000018098 0.0003973328 0.0026137285 0.0000000000 -0.0000000004 0.0026137292 0.0000000000 0.0026125686
1535224870.72158 0.000935 0.001276 -0.001255 0.706598 -0.706378 0.031195 0.027848 0.0000068618 -0.0000001510 -0.0000328156 0.0000041314 0.0000018098 0.0003973321 0.0026137163 0.0000000000 -0.0000000004 0.0026137171 0.0000000000 0.0026125651
1535224870.78688 0.000964 0.001249 -0.001254 0.706597 -0.706380 0.031193 0.027846 0.0000068616 -0.0000001510 -0.0000328156 0.0000041313 0.0000018098 0.0003973315 0.0026137047 0.0000000000 -0.0000000004 0.0026137055 0.0000000000 0.0026125617
1535224870.85348 0.000945 0.001243 -0.001253 0.706598 -0.706379 0.031191 0.027845 0.0000068615 -0.0000001510 -0.0000328155 0.0000041312 0.0000018098 0.0003973309 0.0026136931 0.0000000000 -0.0000000004 0.0026136939 0.0000000000 0.0026125584
1535224870.91879 0.000970 0.001227 -0.001259 0.706599 -0.706378 0.031191 0.027843 0.0000068614 -0.0000001510 -0.0000328155 0.0000041311 0.0000018098 0.0003973304 0.0026136820 0.0000000000 -0.0000000004 0.0026136828 0.0000000000 0.0026125552
1535224870.98513 0.000948 0.001212 -0.001264 0.706599 -0.706377 0.031192 0.027842 0.0000068613 -0.0000001510 -0.0000328154 0.0000041310 0.0000018098 0.0003973298 0.0026136710 0.0000000000 -0.0000000004 0.0026136718 0.0000000000 0.0026125520
1535224871.05069 0.000861 0.001197 -0.001269 0.706601 -0.706376 0.031195 0.027838 0.0000068612 -0.0000001510 -0.0000328154 0.0000041309 0.0000018098 0.0003973292 0.0026136604 0.0000000000 -0.0000000004 0.0026136611 0.0000000000 0.0026125489
1535224871.11703 0.000884 0.001164 -0.001259 0.706601 -0.706376 0.031193 0.027836 0.0000068611 -0.0000001510 -0.0000328154 0.0000041308 0.0000018098 0.0003973287 0.0026136498 0.0000000000 -0.0000000004 0.0026136506 0.0000000000 0.0026125459
1535224871.18259 0.000953 0.001139 -0.001266 0.706602 -0.706376 0.031188 0.027837 0.0000068610 -0.0000001510 -0.0000328153 0.0000041307 0.0000018098 0.0003973282 0.0026136397 0.0000000000 -0.0000000004 0.0026136404 0.0000000000 0.0026125430
1535224871.24790 0.000992 0.001138 -0.001280 0.706602 -0.706376 0.031185 0.027839 0.0000068609 -0.0000001510 -0.0000328153 0.0000041306 0.0000018098 0.0003973277 0.0026136297 0.0000000000 -0.0000000004 0.0026136305 0.0000000000 0.0026125401
1535224871.31450 0.000963 0.001135 -0.001238 0.706602 -0.706375 0.031185 0.027838 0.0000068608 -0.0000001510 -0.0000328153 0.0000041305 0.0000018098 0.0003973271 0.0026136198 0.0000000000 -0.0000000004 0.0026136206 0.0000000000 0.0026125373
1535224871.37980 0.000980 0.001154 -0.001232 0.706603 -0.706374 0.031182 0.027842 0.0000068607 -0.0000001510 -0.0000328152 0.0000041304 0.0000018098 0.0003973266 0.0026136103 0.0000000000 -0.0000000004 0.0026136111 0.0000000000 0.0026125345
1535224871.44615 0.000991 0.001158 -0.001267 0.706604 -0.706374 0.031182 0.027841 0.0000068606 -0.0000001510 -0.0000328152 0.0000041303 0.0000018098 0.0003973262 0.0026136009 0.0000000000 -0.0000000004 0.0026136017 0.0000000000 0.0026125318
1535224871.51171 0.001015 0.001127 -0.001271 0.706603 -0.706375 0.031181 0.027841 0.0000068605 -0.0000001510 -0.0000328152 0.0000041303 0.0000018098 0.0003973257 0.0026135918 0.0000000000 -0.0000000003 0.0026135925 0.0000000000 0.0026125292
1535224871.57805 0.001018 0.001132 -0.001309 0.706602 -0.706375 0.031181 0.027842 0.0000068605 -0.0000001510 -0.0000328151 0.0000041302 0.0000018098 0.0003973252 0.0026135827 0.0000000000 -0.0000000003 0.0026135835 0.0000000000 0.0026125266
1535224871.64361 0.000980 0.001133 -0.001344 0.706601 -0.706377 0.031180 0.027842 0.0000068604 -0.0000001510 -0.0000328151 0.0000041301 0.0000018098 0.0003973248 0.0026135739 0.0000000000 -0.0000000003 0.0026135747 0.0000000000 0.0026125240
1535224871.70995 0.000971 0.001135 -0.001358 0.706601 -0.706377 0.031180 0.027841 0.0000068603 -0.0000001510 -0.0000328151 0.0000041300 0.0000018098 0.0003973243 0.0026135653 0.0000000000 -0.0000000003 0.0026135660 0.0000000000 0.0026125215
1535224871.77526 0.001023 0.001140 -0.001360 0.706600 -0.706377 0.031179 0.027843 0.0000068602 -0.0000001510 -0.0000328150 0.0000041299 0.0000018098 0.0003973239 0.0026135569 0.0000000000 -0.0000000003 0.0026135576 0.0000000000 0.0026125191
1535224871.87464 0.001374 0.001379 -0.001662 0.706542 -0.706432 0.031722 0.027302 0.0000068788 -0.0000002060 -0.0000329076 0.0000041400 0.0000024617 0.0003973124 0.0026360744 -0.0000000008 -0.0000000004 0.0026360744 -0.0000000000 0.0026347165
1535224871.93994 0.001837 0.001664 -0.001948 0.706459 -0.706507 0.032774 0.026260 0.0000068820 -0.0000003041 -0.0000329117 0.0000041606 0.0000036323 0.0003973011 0.0026519902 -0.0000000012 -0.0000000005 0.0026519905 -0.0000000000 0.0026504002
1535224872.00629 0.001907 0.001789 -0.002029 0.706593 -0.706376 0.032554 0.026468 0.0000068839 -0.0000002836 -0.0000329068 0.0000041590 0.0000033881 0.0003973146 0.0026690695 -0.0000000014 -0.0000000006 0.0026690697 -0.0000000001 0.0026672276
1535224872.07254 0.004023 0.004567 -0.006328 0.706675 -0.706298 0.031769 0.027283 0.0000068900 -0.0000002087 -0.0000329255 0.0000041487 0.0000024919 0.0003973334 0.0026679356 0.0000051810 0.0000026281 0.0026769602 0.0000093586 0.0026723536
