# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1532199359.88523 0.001585 0.018068 -0.047514 0.719009 -0.038324 -0.099502 0.686772 0.0000089655 -0.0000094503 -0.0000008782 0.0001042688 -0.0000044448 0.0000047779 0.0000370004 -0.0000135486 -0.0000042288 0.0000321605 0.0000032246 0.0000539876
1532199359.93662 -0.001508 0.022304 -0.053737 0.722786 -0.037584 -0.098947 0.682919 0.0000086418 -0.0000095685 -0.0000009436 0.0001044484 -0.0000051039 0.0000046273 0.0000367817 -0.0000141263 -0.0000048147 0.0000342974 0.0000023565 0.0000555188
1532199359.98495 -0.002125 0.025241 -0.057447 0.727397 -0.036722 -0.098051 0.678183 0.0000083203 -0.0000099670 -0.0000008020 0.0001045597 -0.0000058920 0.0000046157 0.0000387941 -0.0000154807 -0.0000052933 0.0000369821 0.0000015048 0.0000568772
1532199360.03394 -0.001922 0.025874 -0.057491 0.732917 -0.036233 -0.097540 0.672314 0.0000071467 -0.0000098227 -0.0000001958 0.0001042840 -0.0000072135 0.0000045619 0.0000383961 -0.0000139060 -0.0000054042 0.0000361014 0.0000013871 0.0000544811
1532199360.08108 -0.003828 0.026309 -0.060483 0.737706 -0.036432 -0.096382 0.667213 0.0000065444 -0.0000097689 -0.0000000892 0.0001042490 -0.0000085306 0.0000046157 0.0000403331 -0.0000148326 -0.0000056900 0.0000371812 0.0000004945 0.0000557211
1532199360.13094 -0.003685 0.029119 -0.064297 0.742078 -0.036303 -0.095994 0.662411 0.0000063781 -0.0000097912 0.0000000789 0.0001043921 -0.0000097853 0.0000047570 0.0000419226 -0.0000155690 -0.0000056920 0.0000390052 -0.0000004985 0.0000566066
1532199360.18275 -0.004544 0.031745 -0.067523 0.746957 -0.036510 -0.095514 0.656962 0.0000062147 -0.0000099832 0.0000002670 0.0001044601 -0.0000110389 0.0000049532 0.0000437132 -0.0000163629 -0.0000055826 0.0000411013 -0.0000015810 0.0000573354
1532199360.23219 -0.005525 0.034119 -0.070153 0.751403 -0.036830 -0.095248 0.651893 0.0000060473 -0.0000101108 0.0000004057 0.0001044668 -0.0000122747 0.0000051780 0.0000450757 -0.0000170387 -0.0000054447 0.0000430359 -0.0000023300 0.0000574875
1532199360.28377 -0.006216 0.036215 -0.072248 0.755876 -0.037257 -0.095072 0.646702 0.0000058883 -0.0000102733 0.0000005261 0.0001044300 -0.0000135067 0.0000054337 0.0000462726 -0.0000177961 -0.0000052624 0.0000450543 -0.0000029162 0.0000574931
1532199360.33430 -0.005802 0.032851 -0.067607 0.760764 -0.037830 -0.095431 0.640859 0.0000046677 -0.0000100367 0.0000007411 0.0001030200 -0.0000152223 0.0000051621 0.0000409533 -0.0000168168 -0.0000036189 0.0000436417 -0.0000012212 0.0000528719
1532199360.38531 -0.006592 0.038613 -0.072662 0.764296 -0.037614 -0.095061 0.636711 0.0000041893 -0.0000101549 0.0000010730 0.0001021292 -0.0000167482 0.0000054722 0.0000389167 -0.0000154800 -0.0000030669 0.0000425201 -0.0000003434 0.0000496869
1532199360.48350 -0.006160 0.042268 -0.077532 0.770840 -0.037121 -0.094859 0.628831 0.0000039951 -0.0000103079 0.0000013475 0.0001016332 -0.0000185403 0.0000060167 0.0000395245 -0.0000161125 -0.0000027647 0.0000442081 0.0000000446 0.0000491578
1532199360.53420 -0.005850 0.044741 -0.080028 0.774068 -0.036704 -0.094541 0.624927 0.0000037623 -0.0000103445 0.0000015644 0.0001009448 -0.0000195972 0.0000062995 0.0000380336 -0.0000154564 -0.0000027226 0.0000436389 0.0000007783 0.0000482736
1532199360.58280 -0.006007 0.047984 -0.082781 0.777105 -0.036294 -0.094122 0.621234 0.0000036231 -0.0000103770 0.0000017516 0.0001003681 -0.0000205570 0.0000066040 0.0000371468 -0.0000149560 -0.0000026388 0.0000431822 0.0000011631 0.0000478483
1532199360.63349 -0.006596 0.051391 -0.085200 0.780364 -0.036001 -0.093673 0.617221 0.0000035344 -0.0000104015 0.0000019185 0.0000998165 -0.0000215308 0.0000069593 0.0000365318 -0.0000145823 -0.0000025067 0.0000429967 0.0000012814 0.0000476558
1532199360.68303 -0.006821 0.054725 -0.087556 0.783707 -0.035929 -0.093097 0.613063 0.0000034607 -0.0000103826 0.0000020673 0.0000992452 -0.0000225507 0.0000073777 0.0000360175 -0.0000142313 -0.0000023596 0.0000428995 0.0000013267 0.0000474310
1532199360.73240 -0.006140 0.057871 -0.090187 0.787307 -0.036141 -0.092578 0.608499 0.0000033681 -0.0000103421 0.0000022155 0.0000986395 -0.0000236328 0.0000078694 0.0000355326 -0.0000139261 -0.0000021306 0.0000429138 0.0000013461 0.0000470788
1532199360.78345 -0.005823 0.060690 -0.092350 0.791238 -0.036350 -0.091818 0.603482 0.0000033187 -0.0000102887 0.0000023498 0.0000980458 -0.0000247790 0.0000084532 0.0000353715 -0.0000137963 -0.0000019466 0.0000432752 0.0000012675 0.0000470093
1532199360.83195 -0.005122 0.063621 -0.095456 0.794907 -0.036456 -0.091159 0.598736 0.0000032601 -0.0000102492 0.0000024802 0.0000974384 -0.0000258913 0.0000090580 0.0000351712 -0.0000136921 -0.0000017279 0.0000436847 0.0000012304 0.0000468699
1532199360.88279 -0.004442 0.066779 -0.098495 0.798657 -0.036479 -0.090403 0.593838 0.0000032408 -0.0000102293 0.0000026119 0.0000968348 -0.0000269962 0.0000097004 0.0000351019 -0.0000136312 -0.0000015924 0.0000442159 0.0000011674 0.0000469836
1532199360.93129 -0.002647 0.068173 -0.100520 0.802193 -0.036322 -0.089950 0.589131 0.0000031912 -0.0000101806 0.0000027485 0.0000961638 -0.0000280292 0.0000103091 0.0000347222 -0.0000132703 -0.0000016175 0.0000443980 0.0000013063 0.0000470073
1532199361.03124 0.000056 0.073256 -0.106696 0.808112 -0.036070 -0.088913 0.581161 0.0000032607 -0.0000102508 0.0000029928 0.0000953021 -0.0000297676 0.0000114999 0.0000354248 -0.0000136557 -0.0000016536 0.0000461225 0.0000012986 0.0000476703
1532199361.08114 0.001870 0.075175 -0.109004 0.810524 -0.035924 -0.088629 0.577846 0.0000031863 -0.0000102056 0.0000031004 0.0000947294 -0.0000304816 0.0000119414 0.0000349482 -0.0000133688 -0.0000017552 0.0000458837 0.0000018164 0.0000474541
1532199361.13282 0.003478 0.077399 -0.111108 0.812619 -0.035742 -0.088302 0.574958 0.0000031546 -0.0000101815 0.0000032005 0.0000942614 -0.0000310903 0.0000123460 0.0000346900 -0.0000132212 -0.0000018628 0.0000459136 0.0000022089 0.0000474161
1532199361.18228 0.004704 0.079866 -0.113355 0.814113 -0.035500 -0.087761 0.572938 0.0000030855 -0.0000101297 0.0000032944 0.0000937854 -0.0000315336 0.0000126264 0.0000341322 -0.0000126205 -0.0000019784 0.0000450792 0.0000027330 0.0000472009
1532199361.23429 0.005886 0.081565 -0.114564 0.815147 -0.035245 -0.087234 0.571562 0.0000030787 -0.0000100301 0.0000033286 0.0000935882 -0.0000318152 0.0000128074 0.0000340364 -0.0000123796 -0.0000021964 0.0000447548 0.0000031072 0.0000470767
1532199361.28384 0.006985 0.082814 -0.116267 0.815670 -0.034715 -0.086560 0.570951 0.0000029858 -0.0000098159 0.0000033579 0.0000930942 -0.0000320002 0.0000128674 0.0000326553 -0.0000113445 -0.0000026166 0.0000432908 0.0000040145 0.0000465610
1532199361.33345 0.007933 0.082788 -0.117536 0.815752 -0.034702 -0.086113 0.570902 0.0000029575 -0.0000097159 0.0000033297 0.0000929109 -0.0000320308 0.0000128406 0.0000322470 -0.0000109749 -0.0000027443 0.0000422941 0.0000046012 0.0000460811
1532199361.38457 0.008683 0.082531 -0.118732 0.815544 -0.035042 -0.085637 0.571250 0.0000029202 -0.0000095775 0.0000032635 0.0000928228 -0.0000319665 0.0000127493 0.0000319525 -0.0000107279 -0.0000027843 0.0000414441 0.0000050534 0.0000456662
1532199361.43361 0.009265 0.081905 -0.120078 0.815224 -0.035554 -0.085204 0.571740 0.0000028653 -0.0000094207 0.0000031922 0.0000927378 -0.0000318651 0.0000126279 0.0000315920 -0.0000104864 -0.0000027801 0.0000406637 0.0000054491 0.0000452367
1532199361.48477 0.009386 0.081135 -0.121027 0.814915 -0.035956 -0.084601 0.572245 0.0000027848 -0.0000092308 0.0000031278 0.0000925728 -0.0000317678 0.0000125010 0.0000310471 -0.0000100253 -0.0000027807 0.0000396151 0.0000058512 0.0000447588
1532199361.53404 0.009886 0.080327 -0.122361 0.814636 -0.036324 -0.083936 0.572716 0.0000027120 -0.0000090713 0.0000030667 0.0000924749 -0.0000316869 0.0000124000 0.0000306480 -0.0000097649 -0.0000027488 0.0000390302 0.0000061171 0.0000442839
1532199361.58359 0.010736 0.079322 -0.123868 0.814460 -0.036554 -0.083098 0.573074 0.0000026245 -0.0000089088 0.0000030147 0.0000923714 -0.0000316430 0.0000123342 0.0000302908 -0.0000095314 -0.0000027328 0.0000385800 0.0000062843 0.0000438754
1532199361.63614 0.011153 0.079887 -0.127636 0.814284 -0.036297 -0.081684 0.573543 0.0000024519 -0.0000087027 0.0000029780 0.0000921751 -0.0000316402 0.0000122974 0.0000296573 -0.0000091241 -0.0000028748 0.0000377805 0.0000067436 0.0000429855
1532199361.68595 0.013876 0.076318 -0.127157 0.814697 -0.035974 -0.080391 0.573159 0.0000023065 -0.0000084992 0.0000029267 0.0000920657 -0.0000316513 0.0000122768 0.0000293342 -0.0000088525 -0.0000029226 0.0000373413 0.0000068352 0.0000423534
1532199361.73840 0.014769 0.075477 -0.128550 0.815207 -0.034640 -0.077995 0.572848 0.0000022186 -0.0000083516 0.0000029109 0.0000919002 -0.0000318336 0.0000124009 0.0000290260 -0.0000087081 -0.0000029546 0.0000371725 0.0000067589 0.0000420176
1532199361.78811 0.015964 0.074561 -0.130124 0.815882 -0.032797 -0.075283 0.572357 0.0000021385 -0.0000081513 0.0000028679 0.0000917708 -0.0000320298 0.0000125384 0.0000288705 -0.0000085418 -0.0000030267 0.0000370087 0.0000066699 0.0000417669
1532199361.84016 0.017185 0.073937 -0.131725 0.816675 -0.030422 -0.071694 0.571819 0.0000020649 -0.0000079101 0.0000028071 0.0000916993 -0.0000322497 0.0000126938 0.0000287521 -0.0000083621 -0.0000031291 0.0000368521 0.0000065564 0.0000415401
1532199361.89037 0.018795 0.073317 -0.132601 0.817538 -0.027549 -0.067304 0.571265 0.0000019875 -0.0000075858 0.0000027188 0.0000916637 -0.0000324644 0.0000128504 0.0000286639 -0.0000081531 -0.0000032474 0.0000367022 0.0000064434 0.0000413111
1532199361.94014 0.020748 0.073027 -0.133703 0.818298 -0.024114 -0.062260 0.570903 0.0000019069 -0.0000072121 0.0000026089 0.0000916570 -0.0000326721 0.0000130106 0.0000285713 -0.0000078863 -0.0000033848 0.0000365041 0.0000063387 0.0000410544
1532199361.99178 0.023396 0.072130 -0.134883 0.819095 -0.020056 -0.056252 0.570540 0.0000018496 -0.0000067676 0.0000024772 0.0000917053 -0.0000328181 0.0000131733 0.0000285922 -0.0000076500 -0.0000035732 0.0000364519 0.0000062301 0.0000409302
1532199362.04098 0.026437 0.071098 -0.135891 0.819746 -0.015980 -0.049966 0.570320 0.0000017883 -0.0000062738 0.0000023139 0.0000917512 -0.0000329469 0.0000133229 0.0000286098 -0.0000073890 -0.0000037826 0.0000364279 0.0000061482 0.0000408215
1532199362.09191 0.029875 0.070246 -0.137146 0.820328 -0.011552 -0.042752 0.570177 0.0000017227 -0.0000056755 0.0000021074 0.0000918279 -0.0000330559 0.0000134694 0.0000286861 -0.0000071333 -0.0000040281 0.0000364840 0.0000060862 0.0000407328
1532199362.14053 0.033504 0.069501 -0.138281 0.820810 -0.007216 -0.035511 0.570051 0.0000016599 -0.0000050647 0.0000018835 0.0000918673 -0.0000331212 0.0000135727 0.0000287794 -0.0000068530 -0.0000042758 0.0000365493 0.0000060487 0.0000406667
1532199362.18934 0.037183 0.068928 -0.139528 0.821172 -0.003175 -0.028635 0.569954 0.0000016036 -0.0000044630 0.0000016598 0.0000918293 -0.0000331703 0.0000136657 0.0000288912 -0.0000065531 -0.0000045285 0.0000366289 0.0000060317 0.0000406239
1532199362.24053 0.041227 0.068174 -0.140615 0.821539 0.000688 -0.021988 0.569728 0.0000015557 -0.0000038651 0.0000014360 0.0000917545 -0.0000332014 0.0000137491 0.0000290424 -0.0000062428 -0.0000047902 0.0000367363 0.0000060375 0.0000406005
1532199362.28993 0.045055 0.067355 -0.140959 0.821867 0.004066 -0.016262 0.569433 0.0000015207 -0.0000033505 0.0000012418 0.0000916463 -0.0000332409 0.0000138292 0.0000291531 -0.0000059465 -0.0000050168 0.0000368347 0.0000060750 0.0000405570
1532199362.34135 0.048001 0.066934 -0.141091 0.822034 0.007478 -0.010793 0.569288 0.0000014748 -0.0000029161 0.0000010784 0.0000914702 -0.0000332730 0.0000138975 0.0000291777 -0.0000056786 -0.0000052144 0.0000369211 0.0000061664 0.0000404264
1532199362.39036 0.051598 0.066387 -0.141551 0.822107 0.010711 -0.006351 0.569196 0.0000014550 -0.0000025644 0.0000009460 0.0000913859 -0.0000332989 0.0000139381 0.0000292027 -0.0000054675 -0.0000053562 0.0000369830 0.0000062599 0.0000403608
1532199362.49010 0.058711 0.065266 -0.142752 0.821914 0.016987 0.001834 0.569355 0.0000014630 -0.0000020037 0.0000007366 0.0000914733 -0.0000332433 0.0000139853 0.0000295104 -0.0000052910 -0.0000056640 0.0000373261 0.0000064829 0.0000403870
1532199362.53898 0.062660 0.064517 -0.142882 0.821855 0.020012 0.005484 0.569319 0.0000014171 -0.0000017565 0.0000006492 0.0000913372 -0.0000332656 0.0000139800 0.0000292750 -0.0000051791 -0.0000057732 0.0000372689 0.0000065869 0.0000402411
1532199362.58986 0.066602 0.063345 -0.143965 0.821788 0.023107 0.009282 0.569249 0.0000013805 -0.0000015214 0.0000005594 0.0000911547 -0.0000332997 0.0000139701 0.0000290796 -0.0000050714 -0.0000058815 0.0000372485 0.0000066245 0.0000400271
1532199362.63861 0.070505 0.062624 -0.144153 0.821776 0.025791 0.012643 0.569086 0.0000013550 -0.0000012873 0.0000004748 0.0000910387 -0.0000333218 0.0000139895 0.0000289300 -0.0000049702 -0.0000060159 0.0000372946 0.0000067086 0.0000398936
1532199362.68937 0.074310 0.062008 -0.144741 0.821795 0.028404 0.016087 0.568848 0.0000013408 -0.0000010439 0.0000003841 0.0000909551 -0.0000333402 0.0000140121 0.0000288850 -0.0000048854 -0.0000061597 0.0000373992 0.0000067812 0.0000398094
1532199362.73802 0.077462 0.061645 -0.145182 0.821699 0.030790 0.019286 0.568762 0.0000013183 -0.0000008048 0.0000003031 0.0000908123 -0.0000333672 0.0000140062 0.0000287224 -0.0000047867 -0.0000062605 0.0000374599 0.0000068398 0.0000396635
1532199362.78679 0.080219 0.060754 -0.145782 0.821538 0.033060 0.022259 0.568759 0.0000012936 -0.0000006033 0.0000002217 0.0000907455 -0.0000333496 0.0000139668 0.0000286260 -0.0000047361 -0.0000063522 0.0000375193 0.0000068841 0.0000394847
1532199362.83770 0.083796 0.060113 -0.146208 0.821296 0.035191 0.024956 0.568868 0.0000012843 -0.0000004019 0.0000001448 0.0000907398 -0.0000332937 0.0000139212 0.0000286106 -0.0000046715 -0.0000064660 0.0000376061 0.0000069583 0.0000393941
1532199362.88651 0.087052 0.059333 -0.146497 0.820980 0.037131 0.027257 0.569096 0.0000012748 -0.0000002648 0.0000000925 0.0000907363 -0.0000332133 0.0000138488 0.0000285914 -0.0000046371 -0.0000065639 0.0000376734 0.0000070310 0.0000392923
1532199362.93734 0.090250 0.058200 -0.146782 0.820488 0.039053 0.029281 0.569576 0.0000012648 -0.0000001784 0.0000000588 0.0000907668 -0.0000331090 0.0000137446 0.0000285487 -0.0000046207 -0.0000066409 0.0000377156 0.0000070993 0.0000391701
1532199362.98618 0.093438 0.057607 -0.146754 0.819873 0.040821 0.030858 0.570254 0.0000012539 -0.0000001364 0.0000000469 0.0000908298 -0.0000329755 0.0000136276 0.0000284974 -0.0000046108 -0.0000067137 0.0000377242 0.0000071696 0.0000390416
1532199363.03504 0.096428 0.056790 -0.146682 0.819265 0.042642 0.031924 0.570935 0.0000012401 -0.0000001548 0.0000000550 0.0000909074 -0.0000328170 0.0000134879 0.0000284563 -0.0000046356 -0.0000067798 0.0000377229 0.0000072338 0.0000389125
1532199363.08582 0.098656 0.055657 -0.146047 0.818704 0.044616 0.032835 0.571537 0.0000012147 -0.0000002276 0.0000000880 0.0000909154 -0.0000326997 0.0000133551 0.0000283040 -0.0000046731 -0.0000067943 0.0000376738 0.0000073044 0.0000387024
1532199363.13465 0.101604 0.054965 -0.146197 0.818205 0.046421 0.033422 0.572074 0.0000012007 -0.0000003229 0.0000001199 0.0000909491 -0.0000326141 0.0000132784 0.0000282186 -0.0000046989 -0.0000068289 0.0000376518 0.0000073487 0.0000385564
1532199363.18544 0.104855 0.054202 -0.146569 0.817814 0.048508 0.033959 0.572428 0.0000011858 -0.0000004642 0.0000001678 0.0000909828 -0.0000325478 0.0000132142 0.0000281666 -0.0000047570 -0.0000068846 0.0000376774 0.0000073783 0.0000384281
1532199363.23421 0.107893 0.053599 -0.147134 0.817583 0.050852 0.034733 0.572509 0.0000011783 -0.0000005958 0.0000002199 0.0000910004 -0.0000325286 0.0000131922 0.0000281589 -0.0000048096 -0.0000069712 0.0000377386 0.0000073892 0.0000383333
1532199363.28506 0.111485 0.052941 -0.147931 0.817421 0.053553 0.035782 0.572429 0.0000011710 -0.0000006947 0.0000002553 0.0000910004 -0.0000325395 0.0000131914 0.0000281914 -0.0000048646 -0.0000070788 0.0000378443 0.0000073915 0.0000382552
1532199363.33385 0.115362 0.052485 -0.149012 0.817353 0.056168 0.037135 0.572189 0.0000011616 -0.0000007375 0.0000002686 0.0000909705 -0.0000325901 0.0000132161 0.0000282454 -0.0000049153 -0.0000072011 0.0000379937 0.0000073919 0.0000381936
1532199363.38269 0.119507 0.052032 -0.150251 0.817442 0.058788 0.038943 0.571678 0.0000011528 -0.0000007160 0.0000002581 0.0000909259 -0.0000326694 0.0000132630 0.0000283423 -0.0000049655 -0.0000073405 0.0000381930 0.0000073935 0.0000381538
1532199363.43353 0.124082 0.051593 -0.151736 0.817645 0.061433 0.041086 0.570960 0.0000011461 -0.0000006398 0.0000002274 0.0000908627 -0.0000327818 0.0000133408 0.0000284878 -0.0000050085 -0.0000075020 0.0000384489 0.0000073974 0.0000381427
1532199363.48237 0.128471 0.051365 -0.153629 0.817894 0.063791 0.043410 0.570172 0.0000011411 -0.0000005309 0.0000001865 0.0000907872 -0.0000329200 0.0000134543 0.0000286758 -0.0000050371 -0.0000076703 0.0000387408 0.0000074049 0.0000381621
1532199363.53318 0.133544 0.051176 -0.155733 0.818377 0.065992 0.045725 0.569046 0.0000011360 -0.0000003526 0.0000001193 0.0000906732 -0.0000330959 0.0000135808 0.0000288838 -0.0000050513 -0.0000078523 0.0000390778 0.0000074137 0.0000382092
1532199363.58195 0.137891 0.050943 -0.157963 0.818982 0.067748 0.048249 0.567760 0.0000011335 -0.0000001678 0.0000000525 0.0000905289 -0.0000333203 0.0000137712 0.0000291078 -0.0000050564 -0.0000080326 0.0000394476 0.0000074278 0.0000382808
1532199363.63075 0.142412 0.050758 -0.160504 0.819820 0.069436 0.050463 0.566151 0.0000011330 0.0000000781 -0.0000000394 0.0000903741 -0.0000335654 0.0000139794 0.0000293383 -0.0000050357 -0.0000082189 0.0000398265 0.0000074474 0.0000383878
1532199363.68145 0.146550 0.050480 -0.162922 0.820832 0.071323 0.052785 0.564235 0.0000011253 0.0000003033 -0.0000001260 0.0000900893 -0.0000339021 0.0000142508 0.0000294829 -0.0000050220 -0.0000083472 0.0000402252 0.0000075048 0.0000384407
1532199363.73019 0.151122 0.050599 -0.166099 0.822013 0.072827 0.054786 0.562130 0.0000011319 0.0000004996 -0.0000001984 0.0000898195 -0.0000342803 0.0000145747 0.0000296869 -0.0000049917 -0.0000085290 0.0000406546 0.0000075394 0.0000385998
1532199363.78102 0.155525 0.050735 -0.169523 0.823413 0.074453 0.056834 0.559658 0.0000011400 0.0000006868 -0.0000002700 0.0000895224 -0.0000346915 0.0000149377 0.0000299094 -0.0000049770 -0.0000087244 0.0000411555 0.0000075795 0.0000388053
1532199363.82980 0.159486 0.050934 -0.172871 0.824823 0.076142 0.058662 0.557161 0.0000011641 0.0000008658 -0.0000003361 0.0000892181 -0.0000351232 0.0000153481 0.0000301463 -0.0000049617 -0.0000089256 0.0000416552 0.0000076175 0.0000390437
1532199363.92926 0.166990 0.051756 -0.180267 0.827772 0.079907 0.061475 0.551932 0.0000012192 0.0000010075 -0.0000004166 0.0000886335 -0.0000360029 0.0000162560 0.0000307347 -0.0000050070 -0.0000093614 0.0000427810 0.0000076962 0.0000396789
1532199363.97785 0.170205 0.051790 -0.184087 0.829169 0.081829 0.062327 0.549453 0.0000012053 0.0000010353 -0.0000004378 0.0000882812 -0.0000364349 0.0000166481 0.0000308802 -0.0000050499 -0.0000096031 0.0000432795 0.0000077277 0.0000399841
1532199364.02852 0.173291 0.051502 -0.187918 0.830658 0.084099 0.063045 0.546773 0.0000012245 0.0000009891 -0.0000004291 0.0000879199 -0.0000368919 0.0000170878 0.0000310284 -0.0000051105 -0.0000098507 0.0000438141 0.0000077431 0.0000403260
1532199364.07736 0.176714 0.051436 -0.191516 0.832100 0.086316 0.063262 0.544203 0.0000012476 0.0000009271 -0.0000004046 0.0000875458 -0.0000373489 0.0000175441 0.0000311584 -0.0000051670 -0.0000100920 0.0000443168 0.0000077506 0.0000406714
1532199364.12820 0.179983 0.051278 -0.195083 0.833665 0.088579 0.063545 0.541405 0.0000012702 0.0000008168 -0.0000003597 0.0000871412 -0.0000378241 0.0000180339 0.0000313158 -0.0000052547 -0.0000103508 0.0000448600 0.0000077501 0.0000410509
1532199364.17703 0.183066 0.050964 -0.198683 0.835228 0.090750 0.063803 0.538598 0.0000012794 0.0000007461 -0.0000003287 0.0000866976 -0.0000383077 0.0000185295 0.0000314384 -0.0000053319 -0.0000105979 0.0000453551 0.0000077414 0.0000414190
