#timestamp, p_WS_W_x, p_WS_W_y, p_WS_W_z, q_WS_x, q_WS_y, q_WS_z, q_WS_w, v_WS_W_x, v_WS_W_y, v_WS_W_z, b_g_x, b_g_y, b_g_z, b_a_x, b_a_y, b_a_z
1494876480836100249, 1.089212332241365488e-02, -5.472208216357078020e-02, 3.040749939154183817e-03, -6.537458467327179612e-01, -7.366230691480045722e-01, -2.525870739353764782e-03, 1.731948089744723973e-01, 1.685187490182544698e-02, -6.636708896139680014e-02, 6.829876802931794319e-03, -1.507177674605729521e-03, 2.628468989652797336e-03, 6.862691066778427162e-03, 1.150689400840959782e-02, -1.452160246206796526e-02, -5.868845255585908999e-02
1494876480915536900, 7.311955455588956508e-03, -5.770132662482352348e-02, 7.276907756207026678e-03, -6.547860913572753905e-01, -7.361288786760141756e-01, -4.232670848962354418e-03, 1.713228911784418496e-01, 7.803970127124938531e-03, -6.013634882225973866e-02, 9.858424014469253233e-03, 6.022793890216686940e-06, 3.381255627606460836e-03, 5.686797197650349592e-03, 1.151789286298183536e-02, -1.278652176550483001e-02, -5.075533863987809202e-02
1494876480994969700, -5.227689362380507970e-04, -5.967289478073942166e-02, 1.417516635724392141e-02, -6.558754668065905902e-01, -7.354630610436904137e-01, -5.053691598518384939e-03, 1.699879939369509652e-01, -2.653587525568330829e-03, -6.094530414586532552e-02, 2.362640444359291256e-02, 8.897003996895226858e-04, 5.039444770843968212e-03, 2.398553334086431579e-03, 1.013051427330765794e-02, -8.913109334626105260e-03, -3.791167944263533485e-02
1494876481074365649, -1.336300056244712521e-02, -6.079339392315444984e-02, 2.147067528309725901e-02, -6.565921703735186910e-01, -7.347899135522609759e-01, -4.096871773092007271e-03, 1.701579277839497528e-01, -2.020285698194507901e-02, -5.925810332492920107e-02, 3.411604079670764456e-02, 5.969654750813572575e-04, 6.042873136209809745e-03, -3.477586507788042042e-03, 8.015079892967541531e-03, -6.800604884560404115e-03, -3.554918820004614871e-02
1494876481153781699, -1.641270962415360829e-02, -6.517375328837370085e-02, 2.378995538018672043e-02, -6.543052929632954262e-01, -7.363811391568729769e-01, -2.586212674070894647e-03, 1.721066907422452719e-01, -2.139138682479252776e-02, -5.546282186924004348e-02, 2.925002935331998816e-02, 1.521286993498209377e-04, 5.192439623329909472e-03, -4.343434659146933399e-03, 8.768356673501488674e-03, -9.575816733420240354e-03, -3.340600871726846777e-02
1494876481233183849, -2.020674518284846025e-02, -6.803511231182853003e-02, 2.540596224562084726e-02, -6.528820670212888144e-01, -7.371067337474449532e-01, -2.406215956077591405e-03, 1.743928890492830730e-01, -2.616291964469734388e-02, -4.578163263381010428e-02, 2.345811997171129773e-02, 3.967555412742620433e-05, 4.474159772510470645e-03, -5.733398425029636279e-03, 9.703683154199109484e-03, -8.231077551972193485e-03, -3.193070843279375431e-02
1494876481312597849, -2.387664475548733137e-02, -7.178032365318552654e-02, 2.606945172521625900e-02, -6.518366630556575725e-01, -7.374757418520861973e-01, -3.255697846482369113e-03, 1.767141627253250302e-01, -2.932072434508432163e-02, -4.629649454248070672e-02, 1.808163552669212609e-02, 4.634165955115855965e-04, 4.156413797129963027e-03, -6.497105504710845580e-03, 1.111669361504595381e-02, -8.263259206152662878e-03, -3.867152051652882755e-02
1494876481394026249, -2.672929865715875999e-02, -7.575896056537455292e-02, 2.789127791258722011e-02, -6.508831354628623611e-01, -7.379149832930114172e-01, -2.737514382222586400e-03, 1.783959848671353987e-01, -2.833941049329328360e-02, -4.508797729330982218e-02, 1.457724316766360016e-02, 3.070632063799924659e-04, 4.621596609250399647e-03, -7.029806845570286955e-03, 1.246161830137470540e-02, -1.121784229383104674e-02, -4.537068856936897487e-02
1494876481473432349, -2.823226420129079650e-02, -7.958294223216301477e-02, 2.938457612580497313e-02, -6.498373866125345399e-01, -7.386664436579972737e-01, -1.398649416781148295e-03, 1.791125337715008536e-01, -2.322148531976674091e-02, -4.138465205756557824e-02, 1.035938133926993937e-02, 6.720962249752827173e-04, 4.758579687516525242e-03, -6.843236016609342311e-03, 1.303434346806122031e-02, -1.100509293381965632e-02, -4.605056099544917181e-02
1494876481552829100, -2.852506307448862341e-02, -8.334123012219543658e-02, 2.972670625924190430e-02, -6.489370574975792394e-01, -7.395102123339503120e-01, -1.152523513372249574e-03, 1.788966543838381440e-01, -1.241705823525637332e-02, -3.087046912092815745e-02, -3.745905369907847303e-03, 1.179450263875154439e-03, 4.760628940323337679e-03, -6.568277702350758251e-03, 1.364727664089705576e-02, -1.137713737095127388e-02, -4.679181394976456715e-02
1494876481632243600, -2.801136262120644885e-02, -8.585598081186998631e-02, 2.871293387930450025e-02, -6.485474105117976507e-01, -7.401321324719309924e-01, -2.308443674292321498e-03, 1.777226881655698254e-01, -4.121920034395290706e-03, -1.819178427430804754e-02, -1.653180712373569783e-02, 1.760061969420326613e-03, 4.611544894730347510e-03, -6.276312343418710173e-03, 1.427958282181820276e-02, -1.163330150481464188e-02, -4.850512126878291780e-02
1494876481711691600, -2.755638209819640319e-02, -8.783562472766658080e-02, 2.764354767244463912e-02, -6.481292973679908531e-01, -7.409284306647686558e-01, -3.134063828397255606e-03, 1.759080787509126886e-01, 6.599200344981518557e-03, -1.524993346335740477e-02, -1.946814277276490840e-02, 1.626976710064762443e-03, 4.715357849028590370e-03, -6.030955316606610890e-03, 1.300065277093673775e-02, -1.098518790366833850e-02, -4.914716008227796445e-02
1494876481791107950, -2.587573988986269571e-02, -9.020014577599876071e-02, 2.656773537345278810e-02, -6.466566030576700319e-01, -7.428067576001387007e-01, -2.566362707223041398e-03, 1.733977288430820496e-01, 1.685558343850762641e-02, -1.546399579490413158e-02, -1.736952977825480943e-02, 1.069013501665304951e-03, 4.637861843226597988e-03, -5.453855148111045638e-03, 1.106223021854207261e-02, -1.032801520058516422e-02, -4.634727557563518563e-02
1494876481870520150, -2.440798185015416108e-02, -9.082953135520283050e-02, 2.537155759560221283e-02, -6.451141570785774437e-01, -7.448492318892787623e-01, -2.811571237505559179e-03, 1.703509353009972083e-01, 2.676332244371560851e-02, -7.847018869343412237e-03, -2.041393510760480465e-02, 1.291158058603385965e-03, 4.188865902005109443e-03, -5.620654433332187942e-03, 1.183629162374365620e-02, -1.103064738625680365e-02, -4.092463748321172740e-02
1494876481949973000, -2.248320933278251041e-02, -9.152282323852872770e-02, 2.427799886197313378e-02, -6.437695979177568972e-01, -7.466026133822023514e-01, -4.696330791437370797e-03, 1.676996927986831032e-01, 3.185673823446407565e-02, -6.399761029892851770e-04, -2.410734413872858001e-02, 1.746663548168892518e-03, 4.084766489312502934e-03, -5.956185298167656489e-03, 1.044543510870409204e-02, -9.445321535877262281e-03, -3.822549143113820880e-02
1494876482029378450, -2.097092710840383484e-02, -9.174728697111855791e-02, 2.225792983295341726e-02, -6.431840443219396519e-01, -7.475455100847013812e-01, -7.312793448763461011e-03, 1.656397251079965161e-01, 3.558719703921386229e-02, 4.924720184585208282e-04, -2.552982939186458980e-02, 2.052814896624293502e-03, 3.853209632072861299e-03, -6.595422987569278181e-03, 1.032571457272882590e-02, -7.354970637567628637e-03, -3.666367316751913130e-02
1494876482108802700, -1.841580003339329460e-02, -9.253438436356729857e-02, 2.038516135096667820e-02, -6.432172951696046859e-01, -7.479063534125781620e-01, -9.686013501595956005e-03, 1.637491339282265423e-01, 3.688117216950954208e-02, 2.010232641142605404e-03, -2.698455280503262582e-02, 2.253688802404433915e-03, 3.904727355779494605e-03, -6.967260487043151762e-03, 9.581496162485715964e-03, -6.046925361697276166e-03, -3.993556179767470543e-02
1494876482188224200, -1.356943796835806404e-02, -9.329163843727494854e-02, 1.760493989725754257e-02, -6.444416879703860346e-01, -7.474698163566810827e-01, -1.282879500209634961e-02, 1.606835600190122115e-01, 5.026590714654055603e-02, 1.296790285526529078e-02, -4.288810015932574549e-02, 2.687718716006295885e-03, 3.881328926427806292e-03, -6.818844824959018752e-03, 1.323959612929792237e-02, -1.021046649254436431e-02, -4.255419825657846128e-02
1494876482267661950, -6.508945043608381151e-03, -9.155513724045950819e-02, 1.171859251571632718e-02, -6.442746907574067317e-01, -7.483397451314171001e-01, -1.840571574733565127e-02, 1.567130445557170515e-01, 6.852491196757082292e-02, 2.232008651073930788e-02, -5.676907551308234962e-02, 2.805600979544237063e-03, 3.365643871377480348e-03, -5.472106281330641961e-03, 7.277371232989008655e-03, -1.534693851846821895e-02, -4.242861907563912072e-02
1494876482347085450, 8.214479329780616668e-05, -9.132478915448620505e-02, 6.525791129968295211e-03, -6.424086187932520620e-01, -7.505437187376635677e-01, -2.307393321062387731e-02, 1.531759980211554184e-01, 7.552662913464097683e-02, 1.741804671644565233e-02, -6.012219123120442210e-02, 2.712266719933657463e-03, 3.343804162008291465e-03, -5.116065525472291049e-03, 7.948933762356559865e-03, -4.322774382035698797e-03, -4.452595986990765670e-02
1494876482426502599, 7.239215003186387151e-03, -9.239920404887304317e-02, 1.818112472494335524e-03, -6.404313263800485156e-01, -7.529154609767593209e-01, -2.664905734246941424e-02, 1.491839554241804755e-01, 7.679451797243309896e-02, 7.189740302548437711e-03, -6.040333509542319262e-02, 2.695126618050598059e-03, 3.380053431773456015e-03, -5.213161003569093815e-03, 1.556641465284400866e-02, -1.901918981146177379e-03, -4.412976380523994657e-02
1494876482505922450, 1.526648436112575113e-02, -9.259298113249174456e-02, -1.137862865961998407e-03, -6.385892075920256428e-01, -7.553431143509807821e-01, -3.037305540582501892e-02, 1.440072257036594527e-01, 8.167970833872564840e-02, 4.048991218331652285e-03, -6.030527690202956703e-02, 2.694989510843385453e-03, 3.972503739415388785e-03, -5.034815150817349705e-03, 1.450831011122156317e-02, -1.540548035704818186e-02, -4.191935920152720790e-02
1494876482585369599, 2.148719297015887209e-02, -9.298503739009549018e-02, -4.482620258498314428e-03, -6.368671820404391282e-01, -7.575410667684481236e-01, -3.192287397128934501e-02, 1.396877042427326632e-01, 7.278600022551774684e-02, -8.162777659552136397e-03, -4.393489224744224347e-02, 2.351611395200897160e-03, 4.244473617674172569e-03, -5.241653323454193748e-03, 9.844024763813116752e-03, -8.692123308655786210e-03, -4.481069060771354640e-02
1494876482666854750, 2.698096159574276537e-02, -9.434593103951936788e-02, -7.267661637439370298e-03, -6.355748683228285012e-01, -7.595450734110918978e-01, -2.920877021335272980e-02, 1.352135938283637040e-01, 4.935737969629353655e-02, -1.448411642691279852e-02, -2.089103310684763126e-02, 2.067186933141347983e-03, 4.110240217221295886e-03, -5.329688839414209976e-03, 1.202517751740801548e-02, -6.974049960188417017e-03, -4.443249444902221124e-02
1494876482746280400, 3.151866512316633950e-02, -9.656445281053688268e-02, -8.973092960522717140e-03, -6.347297330803259863e-01, -7.610531787330634401e-01, -2.463231735042680295e-02, 1.315654742933190791e-01, 3.744613453392856006e-02, -2.192341010852417310e-02, -9.066315172681128215e-03, 1.753840487633042669e-03, 3.697452914232949271e-03, -5.121244403744202624e-03, 1.414305997360760028e-02, -1.969219314736880486e-02, -4.059407280283589686e-02
1494876482825704399, 3.524410788039990944e-02, -9.813914345019671137e-02, -8.176284523606993510e-03, -6.346243110665507059e-01, -7.617912341482108163e-01, -1.860330026900338871e-02, 1.287634132716014013e-01, 1.907988784727507672e-02, -1.457887283269466983e-02, 8.328082453493415235e-03, 1.682345862707555588e-03, 3.610746615283497944e-03, -5.055125535655164912e-03, 1.840227451496265904e-02, -1.948437158135185934e-02, -3.560074031832464320e-02
1494876482905132149, 3.641987453172400302e-02, -1.005701112967060662e-01, -7.593949435034171892e-03, -6.365906455561409771e-01, -7.603353767441664024e-01, -1.242079568256007280e-02, 1.284063421188162413e-01, -4.281575477641236379e-04, -1.397163939087520124e-02, 2.126193019667459161e-02, 1.499084559979335825e-03, 3.092503237707169405e-03, -5.111564411513051798e-03, 1.483731328943999582e-02, -9.646176767417156961e-03, -3.688067038967822453e-02
1494876482984525799, 3.762185043779178034e-02, -1.030738426966369276e-01, -7.237344456242160093e-03, -6.392425239159775785e-01, -7.580284269399316655e-01, -7.233959016979138457e-03, 1.292654996719706517e-01, -7.183098923565310774e-03, -1.942214444126843728e-02, 3.064133931670883979e-02, 1.437682215789171060e-03, 2.315766960443089127e-03, -4.694983457919055768e-03, 1.176573395443126016e-02, -1.026909701089645695e-02, -3.461265140824667380e-02
1494876483063927050, 3.827527610938358943e-02, -1.056100425841996898e-01, -3.466601979749326951e-03, -6.414743153032469447e-01, -7.557233224754915657e-01, -2.885945789834520707e-03, 1.318508020064075581e-01, -1.579991539129670802e-02, -2.386974760138852597e-02, 4.319165037083581848e-02, 1.631717826628609723e-03, 2.324529272460146116e-03, -4.286589545013238037e-03, 9.871153043482207984e-03, -9.416682043889124110e-03, -3.136614533612434863e-02
1494876483143328549, 3.647791458905947498e-02, -1.087861758624835001e-01, -2.062410918533564945e-03, -6.440417298505159982e-01, -7.525014654424186933e-01, 1.454670179869661838e-03, 1.376578317889520231e-01, -3.468100111265869090e-02, -2.990371876515929978e-02, 5.792137762337028206e-02, 1.358483484048662654e-03, 1.748407922476703964e-03, -4.177251809761654312e-03, 6.803724952756684888e-03, -3.709493789191760892e-03, -3.186964536042598273e-02
1494876483222757749, 3.258566785367501134e-02, -1.119981161573683631e-01, 2.086438668407705787e-04, -6.483474836866637281e-01, -7.474371947496103452e-01, 5.924937111513168403e-03, 1.447344997650148735e-01, -4.828768396509266342e-02, -3.329517246965506272e-02, 6.279094696661989550e-02, 1.289648907682048023e-03, 1.109043037203584058e-03, -4.233188995147108523e-03, 7.850299981098436686e-03, -4.587750199074140667e-03, -3.172785519024299422e-02
1494876483302172449, 2.905500755273856400e-02, -1.140870277226833790e-01, 1.115302266688388694e-03, -6.524941796071727085e-01, -7.422210562906179643e-01, 9.771816283678723750e-03, 1.525246235337757994e-01, -5.377766009153399362e-02, -2.915644398932220466e-02, 6.195037129739227461e-02, 1.015657477857125502e-03, 3.424918189370547775e-04, -3.845327446340616757e-03, 9.790655303252977087e-03, -5.887949574408009833e-03, -3.166128415632522841e-02
1494876483381578850, 2.495974004364101551e-02, -1.151742821954697821e-01, 1.114872197870159969e-03, -6.561985713210712889e-01, -7.370643981601845418e-01, 1.295540771846396405e-02, 1.611572690628572946e-01, -5.479846820807264540e-02, -2.086670538636777386e-02, 6.033203852610857787e-02, 7.103438595572551242e-04, -4.738298720581800012e-04, -3.579990312788529361e-03, 5.495800279910840504e-03, -8.337878011003597295e-03, -3.438387027735576723e-02
1494876483461021149, 2.150263914058011053e-02, -1.167110480163468522e-01, 3.393687336740467807e-03, -6.600416133052591228e-01, -7.318243962047228379e-01, 1.634795134219359236e-02, 1.688516103325554130e-01, -5.507564242227808160e-02, -1.435007855645600676e-02, 5.748622047591638723e-02, 8.068062167137276652e-04, -8.558025472984353210e-04, -3.378270491537547701e-03, 7.965142156312646562e-03, -8.757366738966968281e-03, -3.574420336873367077e-02
1494876483540436550, 2.099220344990710904e-02, -1.200006277140806543e-01, 6.805393211223473467e-03, -6.634713958375677567e-01, -7.270602837720889777e-01, 1.832397417308999354e-02, 1.756510251524394661e-01, -5.242939740152258166e-02, -1.313405701336059668e-02, 4.863106817001629917e-02, 8.680048943437877404e-04, -8.530603631478536879e-04, -2.777296477986529542e-03, 9.735952265070907038e-03, -6.879218122850002184e-03, -3.703984649982378780e-02
1494876483619880850, 1.972280907824170912e-02, -1.219818313856126796e-01, 9.347169949918127455e-03, -6.671560764147457245e-01, -7.224139866115458775e-01, 1.825074131034536834e-02, 1.807974338659653901e-01, -4.997661548091162503e-02, -9.260827468310273494e-03, 4.521569831580175836e-02, 9.147234107364640363e-04, -9.109431973711435131e-04, -2.273601951028672141e-03, 1.035624400193825220e-02, -8.697195976548978413e-03, -3.592795078249572116e-02
1494876483699315049, 1.866995303675895307e-02, -1.246935259277553998e-01, 1.306545583523115346e-02, -6.695195226546515332e-01, -7.193679193327287003e-01, 1.900597573512651309e-02, 1.840982843633913457e-01, -4.605229315212193419e-02, -1.459194639874645920e-02, 4.590942645048173842e-02, 1.007120374866959109e-03, -4.354026048415284684e-04, -1.748608842318562792e-03, 1.587413148220827991e-02, -1.728997965466814654e-02, -3.625641223018408188e-02
1494876483778704600, 2.089191974055729789e-02, -1.277828556066514243e-01, 1.887460156021265878e-02, -6.699856134569229793e-01, -7.181227252758861646e-01, 2.207052502957249432e-02, 1.869008323363058888e-01, -3.770020105185444698e-02, -1.219325142104235767e-02, 4.654440009446330490e-02, 9.964954849039056768e-04, 3.306242128718253214e-04, -9.092328948251423128e-04, 1.002936694745395346e-02, -1.802418829236018122e-02, -3.898001919914020202e-02
1494876483858127399, 2.155599127642157664e-02, -1.292109837797009164e-01, 2.349469500427085744e-02, -6.701804468988292740e-01, -7.172260681725567411e-01, 2.555214639560252424e-02, 1.891877996668868689e-01, -2.696968142022201573e-02, -1.892405757639360970e-03, 3.456386709389438344e-02, 1.021512171583661803e-03, 5.060463153666740861e-04, -4.367549481594286561e-04, 1.367422978064114850e-02, 3.458912712160654851e-03, -4.294008883844377400e-02
1494876483939572350, 2.162776876149053937e-02, -1.290174044301814760e-01, 2.489602190652161554e-02, -6.699382381891980653e-01, -7.169899547125294648e-01, 2.516541484306316148e-02, 1.909839358403080389e-01, -1.399404535235306349e-02, 1.237473677992382420e-02, 1.983776012499550989e-02, 1.085937741679787608e-03, 1.338247757146637253e-04, -2.252342499573581889e-04, 8.375032713748103291e-03, 6.172638643440248388e-03, -4.280630710661788296e-02
1494876484018974749, 2.281465036905806071e-02, -1.285309259121615866e-01, 2.603578402549903623e-02, -6.688911937909007843e-01, -7.178375619609635994e-01, 2.251947251398790650e-02, 1.917985371805925043e-01, -2.760195482074238177e-03, 1.427048031730634124e-02, 1.219883145920533374e-02, 1.120496376253874099e-03, 1.664864189424296889e-04, -5.652279377769828727e-05, 6.937868061864904505e-03, -1.416771984940570946e-02, -3.834650232616176185e-02
1494876484098429249, 2.440054994388941509e-02, -1.294489061564382260e-01, 2.703310806204187872e-02, -6.674351316507750598e-01, -7.188264742081317271e-01, 2.133455238337814142e-02, 1.932968750146257797e-01, 3.468879344933649151e-03, 8.669058431595020459e-03, 9.400680316756332769e-03, 1.151296490945088406e-03, 2.095923092495607010e-04, -1.024637386455992731e-04, 8.997653952445517841e-03, -1.822040142586286646e-02, -3.718259847962562814e-02
1494876484177954450, 2.583224611618909275e-02, -1.293232204926577922e-01, 2.729012553358080989e-02, -6.661715426120291550e-01, -7.196338428064262827e-01, 2.004023360099543849e-02, 1.947844889583941197e-01, 1.371074976980492070e-02, 1.231629117567173241e-02, -8.349515216519130811e-04, 1.199236714473873519e-03, 1.869172021064688621e-04, -9.781472580197191817e-05, 8.183913401740803076e-03, -1.469544026888267366e-02, -3.866302980669111822e-02
1494876484257462849, 2.796578502195468802e-02, -1.284451873559412927e-01, 2.692128350629157535e-02, -6.650614157876796328e-01, -7.205959870472287143e-01, 1.679543893713611805e-02, 1.953270332361251305e-01, 2.620488535425337731e-02, 2.067616597990667993e-02, -1.501976997880048216e-02, 1.246957609804943013e-03, 2.197447839064168185e-04, -1.229649201979745243e-04, 7.659997750575887020e-03, -1.301115248919128796e-02, -3.886944332465117058e-02
1494876484336979050, 3.105269141899737878e-02, -1.273755926659758397e-01, 2.589170472614124238e-02, -6.642477306464731335e-01, -7.217037250187794406e-01, 1.216828889844765935e-02, 1.943466448650775780e-01, 3.485661687663718644e-02, 2.270216758431161871e-02, -2.021995884535068844e-02, 1.310190040219595805e-03, 2.962772806562440769e-04, -1.723117644228971848e-04, 9.500517412236786363e-03, -1.430459874390769062e-02, -3.800779126976570194e-02
1494876484416506899, 3.462285549474476698e-02, -1.262920187373516023e-01, 2.433392903580973779e-02, -6.632863692223389673e-01, -7.231069584897441560e-01, 8.040027928000126334e-03, 1.926210708579819686e-01, 4.044359801311079444e-02, 1.727385432173451224e-02, -2.043986620428744558e-02, 1.342169352217508025e-03, 3.214661696653829410e-04, -1.787634104045048098e-04, 1.059188541148214403e-02, -1.439441445786363363e-02, -3.782239004243025116e-02
1494876484496008799, 3.859758478148262589e-02, -1.257231274343932614e-01, 2.272421067998576724e-02, -6.620725660452246863e-01, -7.249213207528166780e-01, 3.950262679458636447e-03, 1.900878518818255036e-01, 4.290461095950266757e-02, 1.407488588262669101e-02, -2.368847536618726504e-02, 1.372071955580811842e-03, 3.584454947873573407e-04, -1.910906449364062158e-04, 1.058306433787156546e-02, -1.354114821275783677e-02, -3.816572035599826579e-02
1494876484575534750, 4.412077031145834882e-02, -1.263844287663955512e-01, 2.101488674787264227e-02, -6.614040401104767097e-01, -7.266169677571540086e-01, -1.609637766377592163e-03, 1.859297904027197579e-01, 4.417743308646381734e-02, 1.677551859867612918e-02, -3.141280455885278600e-02, 1.488940560967333578e-03, 4.854951956663248981e-04, -2.484025888188820508e-04, 9.747669407288817728e-03, -1.063627002530213687e-02, -3.923818783464323029e-02
1494876484655059799, 5.134252842563739178e-02, -1.287123512269467140e-01, 1.982887545329007489e-02, -6.610663611054653499e-01, -7.285098172066091227e-01, -8.191800584429266216e-03, 1.794369160779259731e-01, 4.690620896450850563e-02, 1.200765902924252372e-02, -3.202024268004494828e-02, 1.735099221838299613e-03, 8.522974008241844058e-04, -3.523010404412358233e-04, 1.244346370117329140e-02, -1.108304836889657460e-02, -3.860397383395892945e-02
1494876484734538950, 5.774739196675274244e-02, -1.322358950842535963e-01, 1.902742429325783580e-02, -6.604896177047558936e-01, -7.307711356678016079e-01, -1.338682327755993766e-02, 1.718947501861313176e-01, 4.973474395002178833e-02, -2.040281936502403963e-03, -2.774685835273808798e-02, 1.856565446831993189e-03, 1.302854483660615022e-03, -4.876769936893476411e-04, 1.416680292971459962e-02, -1.233265598911336899e-02, -3.809593532463678017e-02
1494876484814067849, 6.225449332721581797e-02, -1.327330900045063933e-01, 1.737419583666451398e-02, -6.599391821014819470e-01, -7.329890299522876518e-01, -1.778311313776740829e-02, 1.639851175685183571e-01, 4.850338198070865831e-02, -2.060903540774293614e-03, -2.741468839023277967e-02, 1.878780601295601668e-03, 1.392532447247494393e-03, -5.082273703858133668e-04, 1.201886654032004523e-02, -1.114998432040135642e-02, -3.896344489209851297e-02
